"year","district","primary_type","arrests"
2017,24,"OBSCENITY",1
2003,24,"OFFENSE INVOLVING CHILDREN",28
2003,24,"ROBBERY",58
2007,24,"CRIMINAL TRESPASS",394
2007,24,"MOTOR VEHICLE THEFT",47
2008,24,"ARSON",2
2009,24,"OTHER OFFENSE",86
2010,24,"INTERFERENCE WITH PUBLIC OFFICER",22
2019,24,"INTERFERENCE WITH PUBLIC OFFICER",17
2006,24,"INTIMIDATION",2
2007,24,"CRIM SEXUAL ASSAULT",7
2010,24,"PUBLIC PEACE VIOLATION",44
2014,24,"LIQUOR LAW VIOLATION",13
2016,24,"ROBBERY",46
2017,24,"CRIM SEXUAL ASSAULT",3
2018,24,"INTERFERENCE WITH PUBLIC OFFICER",18
2005,24,"HOMICIDE",7
2005,24,"LIQUOR LAW VIOLATION",63
2008,24,"OTHER OFFENSE",46
2019,24,"PUBLIC PEACE VIOLATION",12
2004,24,"HOMICIDE",7
2003,24,"INTIMIDATION",1
2006,24,"WEAPONS VIOLATION",81
2006,24,"CRIM SEXUAL ASSAULT",5
2008,24,"CRIM SEXUAL ASSAULT",13
2016,24,"THEFT",172
2017,24,"ROBBERY",48
2011,24,"GAMBLING",10
2014,24,"NARCOTICS",454
2010,24,"BURGLARY",47
2011,24,"BURGLARY",45
2015,24,"ASSAULT",116
2003,24,"SEX OFFENSE",19
2007,24,"CRIMINAL DAMAGE",135
2008,24,"CRIMINAL DAMAGE",96
2019,24,"GAMBLING",2
2012,24,"DECEPTIVE PRACTICE",54
2013,24,"ASSAULT",157
2016,24,"LIQUOR LAW VIOLATION",11
2018,24,"OFFENSE INVOLVING CHILDREN",12
2007,24,"THEFT",328
2005,24,"INTERFERENCE WITH PUBLIC OFFICER",23
2009,24,"MOTOR VEHICLE THEFT",43
2013,24,"INTERFERENCE WITH PUBLIC OFFICER",43
2019,24,"CRIM SEXUAL ASSAULT",4
2006,24,"INTERFERENCE WITH PUBLIC OFFICER",23
2010,24,"OFFENSE INVOLVING CHILDREN",13
2013,24,"SEX OFFENSE",15
2014,24,"CRIMINAL TRESPASS",145
2014,24,"WEAPONS VIOLATION",49
2014,24,"BATTERY",375
2019,24,"SEX OFFENSE",5
2015,24,"LIQUOR LAW VIOLATION",9
2005,24,"PUBLIC PEACE VIOLATION",30
2008,24,"GAMBLING",22
2003,24,"CRIMINAL DAMAGE",162
2012,24,"MOTOR VEHICLE THEFT",17
2008,24,"INTERFERENCE WITH PUBLIC OFFICER",5
2013,24,"LIQUOR LAW VIOLATION",19
2013,24,"HOMICIDE",3
2008,24,"THEFT",264
2016,24,"PUBLIC INDECENCY",1
2018,24,"ARSON",3
2006,24,"MOTOR VEHICLE THEFT",61
2008,24,"BURGLARY",33
2011,24,"LIQUOR LAW VIOLATION",30
2004,24,"INTERFERENCE WITH PUBLIC OFFICER",11
2005,24,"CRIM SEXUAL ASSAULT",14
2006,24,"GAMBLING",23
2011,24,"THEFT",349
2019,24,"OFFENSE INVOLVING CHILDREN",10
2019,24,"CRIMINAL DAMAGE",42
2002,24,"HOMICIDE",5
2019,24,"THEFT",199
2018,24,"THEFT",167
2005,24,"KIDNAPPING",5
2005,24,"BURGLARY",38
2017,24,"SEX OFFENSE",4
2003,24,"CRIM SEXUAL ASSAULT",3
2009,24,"BURGLARY",42
2014,24,"INTERFERENCE WITH PUBLIC OFFICER",34
2014,24,"PROSTITUTION",29
2019,24,"MOTOR VEHICLE THEFT",12
2016,24,"BURGLARY",38
2018,24,"ROBBERY",29
2014,24,"PUBLIC PEACE VIOLATION",34
2014,24,"CRIMINAL DAMAGE",48
2015,24,"ARSON",3
2018,24,"CRIMINAL TRESPASS",116
2019,24,"OBSCENITY",2
2014,24,"ROBBERY",24
2015,24,"THEFT",217
2014,24,"STALKING",3
2005,24,"INTIMIDATION",3
2010,24,"CRIMINAL TRESPASS",181
2012,24,"ARSON",3
2010,24,"MOTOR VEHICLE THEFT",48
2013,24,"ARSON",1
2016,24,"OBSCENITY",2
2011,24,"ROBBERY",59
2013,24,"ROBBERY",48
2015,24,"ROBBERY",29
2019,24,"ROBBERY",15
2012,24,"BURGLARY",32
2003,24,"BURGLARY",50
2007,24,"BURGLARY",35
2004,24,"BURGLARY",46
2013,24,"BURGLARY",22
2017,24,"BURGLARY",40
2018,24,"BURGLARY",28
2019,24,"BURGLARY",30
2014,24,"BURGLARY",34
2015,24,"BURGLARY",42
2009,24,"THEFT",338
2010,24,"THEFT",287
2012,24,"THEFT",259
2017,24,"THEFT",155
2013,24,"THEFT",251
2014,24,"THEFT",176
2004,24,"THEFT",336
2006,24,"THEFT",373
2015,24,"MOTOR VEHICLE THEFT",20
2008,24,"MOTOR VEHICLE THEFT",25
2011,24,"MOTOR VEHICLE THEFT",29
2013,24,"MOTOR VEHICLE THEFT",13
2014,24,"MOTOR VEHICLE THEFT",15
2018,24,"MOTOR VEHICLE THEFT",6
2015,24,"CRIMINAL DAMAGE",61
2012,24,"CRIMINAL DAMAGE",71
2017,24,"CRIMINAL DAMAGE",50
2016,24,"CRIMINAL DAMAGE",30
2016,24,"CRIMINAL TRESPASS",116
2019,24,"WEAPONS VIOLATION",28
2018,24,"WEAPONS VIOLATION",36
2015,24,"PROSTITUTION",11
2011,24,"PROSTITUTION",6
2017,24,"PROSTITUTION",5
2016,24,"PROSTITUTION",16
2013,24,"PROSTITUTION",13
2018,24,"CRIM SEXUAL ASSAULT",8
2015,24,"SEX OFFENSE",12
2016,20,"WEAPONS VIOLATION",10
2018,20,"SEX OFFENSE",14
2003,20,"CRIMINAL TRESPASS",248
2007,20,"CRIMINAL DAMAGE",75
2011,24,"CRIM SEXUAL ASSAULT",10
2013,20,"BATTERY",271
2017,24,"LIQUOR LAW VIOLATION",6
2018,24,"LIQUOR LAW VIOLATION",9
2003,24,"ARSON",3
2006,20,"SEX OFFENSE",20
2018,20,"NARCOTICS",69
2007,20,"NARCOTICS",638
2018,20,"DECEPTIVE PRACTICE",10
2008,24,"OFFENSE INVOLVING CHILDREN",12
2016,20,"CRIMINAL TRESPASS",55
2019,20,"OTHER OFFENSE",28
2005,20,"OTHER OFFENSE",72
2007,31,"NARCOTICS",7
2010,20,"OFFENSE INVOLVING CHILDREN",5
2015,20,"DECEPTIVE PRACTICE",14
2016,20,"BATTERY",179
2007,20,"SEX OFFENSE",16
2009,31,"BATTERY",1
2010,20,"CRIMINAL TRESPASS",107
2010,20,"NARCOTICS",509
2004,20,"DECEPTIVE PRACTICE",62
2005,20,"DECEPTIVE PRACTICE",82
2012,20,"PUBLIC PEACE VIOLATION",28
2003,20,"BATTERY",432
2004,20,"NARCOTICS",545
2004,20,"OFFENSE INVOLVING CHILDREN",9
2019,20,"PUBLIC PEACE VIOLATION",13
2018,20,"ASSAULT",67
2018,24,"CONCEALED CARRY LICENSE VIOLATION",1
2011,24,"SEX OFFENSE",16
2014,24,"SEX OFFENSE",5
2015,20,"PUBLIC PEACE VIOLATION",25
2016,20,"NARCOTICS",116
2002,31,"NARCOTICS",1
2004,20,"CRIMINAL DAMAGE",84
2005,20,"GAMBLING",12
2006,20,"BATTERY",371
2009,20,"ASSAULT",99
2012,20,"CRIMINAL DAMAGE",49
2003,20,"DECEPTIVE PRACTICE",70
2005,20,"OFFENSE INVOLVING CHILDREN",13
2013,20,"OTHER OFFENSE",60
2017,20,"ROBBERY",17
2004,24,"INTIMIDATION",4
2007,20,"ASSAULT",115
2011,20,"NARCOTICS",481
2013,20,"LIQUOR LAW VIOLATION",8
2010,24,"CRIM SEXUAL ASSAULT",6
2015,20,"OTHER OFFENSE",63
2005,20,"SEX OFFENSE",20
2005,20,"NARCOTICS",705
2011,24,"OFFENSE INVOLVING CHILDREN",9
2011,20,"BATTERY",299
2015,20,"NARCOTICS",202
2004,20,"WEAPONS VIOLATION",27
2006,20,"NARCOTICS",688
2007,20,"OTHER OFFENSE",74
2007,24,"INTERFERENCE WITH PUBLIC OFFICER",13
2016,24,"CRIM SEXUAL ASSAULT",6
2018,20,"ROBBERY",18
2008,20,"NARCOTICS",470
2004,20,"BATTERY",420
2016,20,"LIQUOR LAW VIOLATION",3
2019,20,"ASSAULT",61
2009,24,"OFFENSE INVOLVING CHILDREN",13
2017,20,"NARCOTICS",88
2018,24,"OBSCENITY",4
2004,20,"OTHER OFFENSE",97
2011,20,"SEX OFFENSE",12
2007,20,"BATTERY",348
2011,20,"OTHER OFFENSE",55
2016,20,"OTHER OFFENSE",32
2003,20,"OTHER OFFENSE",75
2010,20,"DECEPTIVE PRACTICE",31
2009,20,"LIQUOR LAW VIOLATION",16
2016,20,"PUBLIC PEACE VIOLATION",13
2018,24,"DECEPTIVE PRACTICE",19
2004,20,"OBSCENITY",1
2003,20,"CRIM SEXUAL ASSAULT",2
2005,20,"ASSAULT",148
2009,20,"PUBLIC PEACE VIOLATION",41
2015,20,"WEAPONS VIOLATION",16
2009,24,"INTIMIDATION",1
2011,20,"MOTOR VEHICLE THEFT",15
2011,20,"BURGLARY",17
2006,20,"OTHER OFFENSE",77
2007,20,"LIQUOR LAW VIOLATION",18
2007,20,"DECEPTIVE PRACTICE",54
2009,20,"WEAPONS VIOLATION",22
2008,20,"DECEPTIVE PRACTICE",23
2003,20,"WEAPONS VIOLATION",20
2006,20,"PUBLIC PEACE VIOLATION",74
2006,20,"CRIMINAL DAMAGE",74
2006,20,"CRIMINAL TRESPASS",263
2007,20,"PUBLIC PEACE VIOLATION",49
2012,20,"BATTERY",298
2004,20,"PUBLIC PEACE VIOLATION",113
2010,20,"ASSAULT",70
2011,20,"LIQUOR LAW VIOLATION",15
2012,20,"NARCOTICS",375
2013,20,"DECEPTIVE PRACTICE",20
2005,20,"CRIMINAL TRESPASS",291
2017,20,"OTHER OFFENSE",32
2005,20,"LIQUOR LAW VIOLATION",43
2011,20,"INTERFERENCE WITH PUBLIC OFFICER",11
2014,20,"WEAPONS VIOLATION",18
2014,20,"NARCOTICS",297
2019,20,"NARCOTICS",55
2005,20,"PUBLIC PEACE VIOLATION",102
2015,20,"ROBBERY",15
2016,20,"DECEPTIVE PRACTICE",19
2012,20,"ASSAULT",99
2014,20,"CRIMINAL DAMAGE",33
2015,24,"GAMBLING",6
2013,20,"NARCOTICS",229
2013,20,"SEX OFFENSE",12
2014,20,"OTHER OFFENSE",60
2015,24,"CONCEALED CARRY LICENSE VIOLATION",1
2013,20,"MOTOR VEHICLE THEFT",11
2004,20,"ROBBERY",31
2007,20,"ROBBERY",28
2003,20,"ROBBERY",24
2006,20,"ROBBERY",48
2013,20,"ROBBERY",26
2010,20,"BATTERY",216
2017,20,"BATTERY",170
2009,20,"BATTERY",320
2015,20,"BATTERY",193
2005,20,"BATTERY",412
2014,20,"BATTERY",232
2018,20,"BATTERY",219
2008,20,"BATTERY",124
2003,20,"ASSAULT",153
2004,20,"ASSAULT",121
2017,20,"ASSAULT",53
2006,20,"ASSAULT",123
2008,20,"ASSAULT",62
2013,20,"ASSAULT",104
2011,20,"ASSAULT",106
2014,20,"ASSAULT",60
2006,20,"BURGLARY",36
2007,20,"BURGLARY",23
2005,20,"BURGLARY",32
2017,20,"BURGLARY",12
2015,20,"BURGLARY",12
2016,20,"BURGLARY",17
2018,20,"BURGLARY",9
2019,20,"BURGLARY",12
2008,20,"BURGLARY",23
2014,20,"BURGLARY",16
2009,20,"THEFT",182
2004,20,"THEFT",285
2003,20,"THEFT",308
2013,20,"THEFT",159
2017,20,"THEFT",190
2012,20,"THEFT",191
2015,20,"THEFT",194
2019,20,"THEFT",113
2010,20,"THEFT",134
2014,20,"THEFT",188
2005,20,"THEFT",315
2007,20,"THEFT",204
2011,20,"THEFT",193
2018,20,"THEFT",136
2004,20,"MOTOR VEHICLE THEFT",43
2006,20,"MOTOR VEHICLE THEFT",39
2016,20,"MOTOR VEHICLE THEFT",14
2015,20,"MOTOR VEHICLE THEFT",18
2007,20,"MOTOR VEHICLE THEFT",29
2003,20,"CRIMINAL DAMAGE",85
2008,20,"CRIMINAL DAMAGE",45
2017,20,"CRIMINAL DAMAGE",39
2016,20,"CRIMINAL DAMAGE",28
2009,20,"CRIMINAL DAMAGE",49
2007,20,"CRIMINAL TRESPASS",208
2012,20,"CRIMINAL TRESPASS",100
2008,20,"CRIMINAL TRESPASS",38
2011,20,"CRIMINAL TRESPASS",125
2004,20,"CRIMINAL TRESPASS",207
2014,20,"CRIMINAL TRESPASS",82
2013,20,"CRIMINAL TRESPASS",98
2019,20,"CRIMINAL TRESPASS",67
2011,20,"WEAPONS VIOLATION",23
2003,20,"PROSTITUTION",41
2004,20,"PROSTITUTION",88
2006,20,"PROSTITUTION",46
2004,31,"NARCOTICS",4
2003,20,"NARCOTICS",640
2015,19,"BATTERY",452
2015,20,"ASSAULT",63
2016,19,"DECEPTIVE PRACTICE",60
2018,19,"NARCOTICS",120
2003,19,"PUBLIC PEACE VIOLATION",72
2003,20,"LIQUOR LAW VIOLATION",52
2004,19,"NARCOTICS",1164
2004,19,"SEX OFFENSE",91
2004,19,"WEAPONS VIOLATION",68
2004,20,"LIQUOR LAW VIOLATION",34
2004,19,"ASSAULT",297
2005,19,"DECEPTIVE PRACTICE",307
2005,19,"OTHER OFFENSE",308
2005,19,"NARCOTICS",1382
2005,19,"PUBLIC PEACE VIOLATION",88
2006,19,"NARCOTICS",1233
2006,19,"OTHER OFFENSE",268
2006,19,"PROSTITUTION",167
2007,19,"NARCOTICS",1222
2007,19,"PUBLIC PEACE VIOLATION",98
2008,19,"PUBLIC PEACE VIOLATION",22
2008,19,"DECEPTIVE PRACTICE",79
2009,19,"NARCOTICS",875
2009,19,"DECEPTIVE PRACTICE",177
2010,19,"OTHER OFFENSE",60
2010,19,"BATTERY",424
2012,19,"BATTERY",566
2012,19,"DECEPTIVE PRACTICE",175
2013,19,"PUBLIC PEACE VIOLATION",91
2019,19,"NARCOTICS",102
2015,20,"GAMBLING",3
2016,20,"GAMBLING",1
2016,19,"CRIMINAL TRESPASS",191
2017,19,"ASSAULT",117
2018,19,"DECEPTIVE PRACTICE",41
2018,19,"BATTERY",387
2012,19,"HOMICIDE",3
2002,19,"OFFENSE INVOLVING CHILDREN",15
2003,19,"DECEPTIVE PRACTICE",417
2004,19,"DECEPTIVE PRACTICE",341
2004,19,"LIQUOR LAW VIOLATION",59
2004,19,"PUBLIC PEACE VIOLATION",99
2005,19,"SEX OFFENSE",80
2006,19,"WEAPONS VIOLATION",38
2006,19,"ASSAULT",275
2006,19,"DECEPTIVE PRACTICE",230
2008,19,"ASSAULT",72
2008,19,"CRIMINAL TRESPASS",88
2010,19,"DECEPTIVE PRACTICE",161
2011,19,"NARCOTICS",912
2015,19,"NARCOTICS",405
2015,19,"INTERFERENCE WITH PUBLIC OFFICER",23
2017,19,"OTHER OFFENSE",72
2017,20,"CRIMINAL TRESPASS",71
2017,19,"CRIMINAL DAMAGE",56
2003,19,"OTHER OFFENSE",340
2003,19,"NARCOTICS",1221
2004,19,"OTHER OFFENSE",221
2005,19,"ASSAULT",256
2005,19,"PROSTITUTION",242
2005,19,"OFFENSE INVOLVING CHILDREN",17
2006,19,"CRIMINAL TRESPASS",544
2007,19,"DECEPTIVE PRACTICE",230
2010,19,"NARCOTICS",926
2011,19,"CRIMINAL DAMAGE",114
2011,19,"DECEPTIVE PRACTICE",179
2013,19,"CRIMINAL TRESPASS",311
2015,19,"OTHER OFFENSE",60
2015,19,"ASSAULT",127
2003,20,"PUBLIC PEACE VIOLATION",113
2003,19,"SEX OFFENSE",75
2005,19,"BATTERY",837
2006,19,"OFFENSE INVOLVING CHILDREN",16
2007,19,"GAMBLING",18
2007,19,"SEX OFFENSE",56
2008,19,"NARCOTICS",877
2009,19,"OTHER OFFENSE",144
2013,19,"NARCOTICS",673
2014,19,"NARCOTICS",669
2019,20,"BATTERY",148
2003,20,"HOMICIDE",7
2003,19,"ASSAULT",338
2004,19,"BATTERY",871
2004,19,"MOTOR VEHICLE THEFT",84
2006,19,"BATTERY",782
2007,19,"ASSAULT",272
2019,19,"PUBLIC PEACE VIOLATION",31
2003,19,"BATTERY",919
2007,19,"ARSON",3
2008,20,"PUBLIC PEACE VIOLATION",7
2009,19,"CRIMINAL DAMAGE",169
2009,19,"BATTERY",623
2010,19,"INTERFERENCE WITH PUBLIC OFFICER",18
2011,20,"PUBLIC PEACE VIOLATION",34
2013,19,"DECEPTIVE PRACTICE",231
2013,19,"OTHER OFFENSE",112
2016,19,"BATTERY",431
2001,20,"HOMICIDE",5
2017,19,"BATTERY",396
2018,19,"OTHER OFFENSE",66
2019,19,"CRIMINAL TRESPASS",156
2003,19,"INTERFERENCE WITH PUBLIC OFFICER",16
2003,19,"MOTOR VEHICLE THEFT",92
2003,20,"SEX OFFENSE",12
2006,20,"WEAPONS VIOLATION",23
2006,20,"DECEPTIVE PRACTICE",68
2009,19,"SEX OFFENSE",40
2011,19,"OTHER OFFENSE",101
2011,19,"BATTERY",542
2012,19,"ASSAULT",184
2012,20,"OTHER OFFENSE",30
2013,19,"CRIMINAL DAMAGE",81
2016,19,"NARCOTICS",195
2003,19,"CRIMINAL TRESPASS",886
2005,19,"CRIMINAL TRESPASS",851
2007,19,"CRIMINAL TRESPASS",571
2008,19,"PROSTITUTION",43
2009,19,"PUBLIC PEACE VIOLATION",81
2010,20,"OTHER OFFENSE",33
2019,19,"BATTERY",370
2015,19,"SEX OFFENSE",21
2018,19,"ROBBERY",50
2004,19,"CRIM SEXUAL ASSAULT",11
2008,19,"LIQUOR LAW VIOLATION",66
2008,19,"CRIMINAL DAMAGE",135
2008,19,"OTHER OFFENSE",93
2009,19,"THEFT",594
2010,19,"PROSTITUTION",37
2012,19,"NARCOTICS",997
2017,19,"DECEPTIVE PRACTICE",44
2007,19,"HOMICIDE",11
2007,19,"BATTERY",850
2008,19,"SEX OFFENSE",23
2010,19,"PUBLIC PEACE VIOLATION",72
2010,19,"OFFENSE INVOLVING CHILDREN",7
2013,19,"ROBBERY",58
2014,19,"OTHER OFFENSE",110
2014,19,"BATTERY",440
2017,19,"SEX OFFENSE",13
2015,19,"DECEPTIVE PRACTICE",72
2015,20,"CRIMINAL TRESPASS",83
2016,19,"PUBLIC PEACE VIOLATION",50
2003,19,"WEAPONS VIOLATION",55
2006,19,"PUBLIC PEACE VIOLATION",71
2007,19,"LIQUOR LAW VIOLATION",85
2009,20,"INTERFERENCE WITH PUBLIC OFFICER",3
2015,19,"CRIMINAL TRESPASS",237
2001,19,"HOMICIDE",13
2017,19,"BURGLARY",54
2003,19,"LIQUOR LAW VIOLATION",131
2004,19,"PROSTITUTION",291
2004,19,"THEFT",741
2009,19,"ASSAULT",178
2011,19,"PUBLIC PEACE VIOLATION",118
2016,19,"ASSAULT",126
2017,19,"WEAPONS VIOLATION",27
2017,19,"INTERFERENCE WITH PUBLIC OFFICER",10
2018,19,"ASSAULT",112
2019,19,"ASSAULT",136
2003,19,"PROSTITUTION",253
2008,19,"BATTERY",292
2009,19,"WEAPONS VIOLATION",38
2010,20,"GAMBLING",6
2012,19,"OTHER OFFENSE",88
2019,19,"OTHER OFFENSE",28
2007,19,"OTHER OFFENSE",277
2007,20,"OFFENSE INVOLVING CHILDREN",7
2007,19,"WEAPONS VIOLATION",38
2009,20,"OTHER OFFENSE",51
2010,19,"LIQUOR LAW VIOLATION",48
2012,20,"DECEPTIVE PRACTICE",36
2004,19,"CRIMINAL DAMAGE",209
2011,19,"LIQUOR LAW VIOLATION",39
2011,19,"ASSAULT",209
2012,19,"WEAPONS VIOLATION",55
2012,19,"PUBLIC PEACE VIOLATION",59
2013,19,"SEX OFFENSE",20
2018,19,"WEAPONS VIOLATION",33
2019,19,"CRIMINAL DAMAGE",62
2003,19,"OFFENSE INVOLVING CHILDREN",26
2006,20,"GAMBLING",16
2013,19,"BATTERY",536
2013,19,"ASSAULT",153
2019,19,"OFFENSE INVOLVING CHILDREN",5
2015,20,"INTERFERENCE WITH PUBLIC OFFICER",9
2003,19,"ROBBERY",72
2005,19,"CRIM SEXUAL ASSAULT",12
2006,19,"SEX OFFENSE",40
2008,20,"GAMBLING",9
2009,20,"DECEPTIVE PRACTICE",31
2018,19,"MOTOR VEHICLE THEFT",14
2007,19,"PROSTITUTION",122
2007,20,"GAMBLING",10
2015,19,"PUBLIC PEACE VIOLATION",50
2018,20,"GAMBLING",1
2005,19,"INTERFERENCE WITH PUBLIC OFFICER",16
2007,19,"THEFT",625
2016,19,"OTHER OFFENSE",62
2016,19,"SEX OFFENSE",9
2016,20,"ROBBERY",19
2018,19,"INTERFERENCE WITH PUBLIC OFFICER",21
2006,19,"LIQUOR LAW VIOLATION",78
2007,19,"CRIMINAL DAMAGE",197
2009,19,"INTERFERENCE WITH PUBLIC OFFICER",12
2010,20,"CRIMINAL DAMAGE",53
2004,19,"CRIMINAL TRESPASS",698
2006,20,"LIQUOR LAW VIOLATION",36
2008,19,"ROBBERY",84
2009,19,"ROBBERY",70
2011,19,"PUBLIC INDECENCY",2
2011,20,"DECEPTIVE PRACTICE",20
2012,19,"CRIMINAL TRESPASS",285
2014,19,"ROBBERY",46
2014,19,"ASSAULT",158
2013,20,"PUBLIC PEACE VIOLATION",22
2002,19,"INTIMIDATION",2
2003,20,"GAMBLING",16
2009,19,"LIQUOR LAW VIOLATION",46
2011,19,"INTERFERENCE WITH PUBLIC OFFICER",18
2017,20,"SEX OFFENSE",5
2010,19,"WEAPONS VIOLATION",23
2011,19,"CRIM SEXUAL ASSAULT",11
2012,19,"THEFT",489
2002,19,"HOMICIDE",14
2002,20,"GAMBLING",11
2009,19,"MOTOR VEHICLE THEFT",46
2009,20,"GAMBLING",4
2010,19,"CRIMINAL TRESPASS",276
2018,20,"OFFENSE INVOLVING CHILDREN",10
2008,19,"OFFENSE INVOLVING CHILDREN",8
2010,20,"WEAPONS VIOLATION",21
2012,20,"MOTOR VEHICLE THEFT",22
2017,20,"PUBLIC PEACE VIOLATION",14
2003,20,"OFFENSE INVOLVING CHILDREN",15
2008,20,"OTHER OFFENSE",25
2009,20,"SEX OFFENSE",9
2017,19,"MOTOR VEHICLE THEFT",34
2011,19,"BURGLARY",55
2014,19,"THEFT",444
2014,19,"PUBLIC PEACE VIOLATION",75
2015,19,"BURGLARY",36
2016,20,"ASSAULT",55
2004,19,"ROBBERY",80
2006,19,"ROBBERY",88
2005,19,"ROBBERY",74
2018,20,"CRIM SEXUAL ASSAULT",3
2019,19,"DECEPTIVE PRACTICE",37
2015,20,"HOMICIDE",4
2011,20,"OFFENSE INVOLVING CHILDREN",5
2011,19,"PROSTITUTION",39
2012,19,"CRIM SEXUAL ASSAULT",5
2015,19,"CRIMINAL DAMAGE",70
2018,19,"PUBLIC PEACE VIOLATION",28
2015,19,"OFFENSE INVOLVING CHILDREN",8
2017,19,"NARCOTICS",122
2019,20,"OFFENSE INVOLVING CHILDREN",6
2004,19,"INTERFERENCE WITH PUBLIC OFFICER",21
2005,19,"OTHER NARCOTIC VIOLATION",1
2017,19,"CRIMINAL TRESPASS",171
2019,19,"WEAPONS VIOLATION",29
2017,19,"HOMICIDE",4
2005,19,"MOTOR VEHICLE THEFT",82
2007,19,"MOTOR VEHICLE THEFT",54
2008,19,"INTERFERENCE WITH PUBLIC OFFICER",4
2010,20,"PUBLIC PEACE VIOLATION",29
2012,19,"OFFENSE INVOLVING CHILDREN",10
2003,20,"MOTOR VEHICLE THEFT",35
2009,19,"PROSTITUTION",56
2010,20,"SEX OFFENSE",6
2004,20,"GAMBLING",14
2004,20,"OTHER NARCOTIC VIOLATION",3
2006,19,"CRIM SEXUAL ASSAULT",12
2012,19,"OBSCENITY",5
2015,19,"ROBBERY",47
2015,19,"WEAPONS VIOLATION",28
2015,20,"CRIMINAL DAMAGE",25
2016,19,"ROBBERY",45
2005,20,"MOTOR VEHICLE THEFT",36
2005,19,"ARSON",5
2010,20,"ROBBERY",23
2011,19,"SEX OFFENSE",23
2013,20,"OFFENSE INVOLVING CHILDREN",8
2017,19,"PUBLIC PEACE VIOLATION",39
2011,19,"HOMICIDE",4
2007,19,"ROBBERY",88
2010,19,"CRIMINAL DAMAGE",114
2010,20,"LIQUOR LAW VIOLATION",23
2005,19,"LIQUOR LAW VIOLATION",68
2006,19,"THEFT",566
2019,20,"CONCEALED CARRY LICENSE VIOLATION",1
2015,19,"LIQUOR LAW VIOLATION",26
2017,20,"INTERFERENCE WITH PUBLIC OFFICER",10
2018,20,"OTHER OFFENSE",39
2005,20,"INTERFERENCE WITH PUBLIC OFFICER",5
2012,20,"WEAPONS VIOLATION",32
2012,19,"GAMBLING",4
2013,19,"INTERFERENCE WITH PUBLIC OFFICER",21
2014,20,"DECEPTIVE PRACTICE",27
2014,19,"DECEPTIVE PRACTICE",111
2016,19,"LIQUOR LAW VIOLATION",25
2012,20,"SEX OFFENSE",5
2014,19,"CRIMINAL TRESPASS",297
2003,19,"CRIMINAL DAMAGE",219
2007,19,"INTERFERENCE WITH PUBLIC OFFICER",15
2008,20,"ROBBERY",40
2008,19,"GAMBLING",8
2017,20,"MOTOR VEHICLE THEFT",18
2006,19,"CRIMINAL DAMAGE",173
2010,20,"INTERFERENCE WITH PUBLIC OFFICER",11
2014,19,"BURGLARY",52
2014,19,"OTHER NARCOTIC VIOLATION",2
2005,19,"CRIMINAL DAMAGE",189
2001,19,"CRIM SEXUAL ASSAULT",5
2010,19,"SEX OFFENSE",25
2013,19,"LIQUOR LAW VIOLATION",28
2014,19,"CRIMINAL DAMAGE",80
2014,19,"WEAPONS VIOLATION",29
2013,19,"WEAPONS VIOLATION",30
2014,20,"INTERFERENCE WITH PUBLIC OFFICER",15
2014,19,"CRIM SEXUAL ASSAULT",6
2014,20,"OFFENSE INVOLVING CHILDREN",5
2003,19,"GAMBLING",26
2010,19,"GAMBLING",5
2006,19,"INTERFERENCE WITH PUBLIC OFFICER",20
2012,19,"ROBBERY",64
2014,20,"ROBBERY",10
2005,19,"WEAPONS VIOLATION",38
2005,20,"CRIM SEXUAL ASSAULT",4
2012,19,"SEX OFFENSE",27
2010,19,"ROBBERY",75
2005,20,"ROBBERY",37
2011,19,"ROBBERY",71
2012,20,"ROBBERY",19
2009,20,"ROBBERY",26
2017,19,"ROBBERY",55
2019,20,"ROBBERY",13
2010,19,"ASSAULT",135
2004,20,"BURGLARY",24
2008,19,"BURGLARY",68
2016,19,"BURGLARY",53
2004,19,"BURGLARY",65
2003,20,"BURGLARY",30
2013,19,"BURGLARY",50
2009,19,"BURGLARY",53
2007,19,"BURGLARY",62
2012,19,"BURGLARY",44
2010,19,"BURGLARY",67
2018,19,"BURGLARY",46
2005,19,"BURGLARY",54
2019,19,"BURGLARY",35
2003,19,"BURGLARY",73
2010,20,"BURGLARY",17
2010,19,"THEFT",424
2005,19,"THEFT",695
2011,19,"THEFT",456
2003,19,"THEFT",902
2017,19,"THEFT",378
2015,19,"THEFT",419
2016,19,"THEFT",381
2006,20,"THEFT",225
2008,19,"THEFT",531
2013,19,"THEFT",488
2019,19,"THEFT",395
2018,19,"THEFT",381
2008,20,"THEFT",167
2016,20,"THEFT",143
2008,19,"MOTOR VEHICLE THEFT",38
2012,19,"MOTOR VEHICLE THEFT",36
2010,20,"MOTOR VEHICLE THEFT",21
2009,20,"MOTOR VEHICLE THEFT",23
2006,19,"MOTOR VEHICLE THEFT",54
2011,19,"MOTOR VEHICLE THEFT",41
2010,19,"MOTOR VEHICLE THEFT",39
2014,19,"MOTOR VEHICLE THEFT",24
2016,19,"CRIMINAL DAMAGE",76
2005,20,"CRIMINAL DAMAGE",97
2018,20,"CRIMINAL DAMAGE",38
2018,19,"CRIMINAL DAMAGE",64
2012,19,"CRIMINAL DAMAGE",97
2011,20,"CRIMINAL DAMAGE",45
2013,20,"CRIMINAL DAMAGE",38
2009,19,"CRIMINAL TRESPASS",308
